ParlaMint-IT_2019-07-10-LEG18-Sed-131.u1	La seduta è aperta (ore 9,31). Si dia lettura del processo verbale.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u36	Signor Presidente, anche il nostro Gruppo vuole dare un breve contributo a questo dibattito importante, a questo passaggio di modifica della Costituzione. Anche in questa legislatura è emersa la necessità di mettere mano alla nostra Carta costituzionale per modificare l'assetto delle due Camere, del Senato della Repubblica e della Camera dei deputati. Effettivamente, non si tratta di una variazione strutturale del funzionamento parlamentare, ma di una semplice riduzione, un taglio lineare, del numero dei parlamentari, quindi dei senatori e dei deputati. Si intende, cioè, come è stato ricordato, ridurre da 630 a 400 i deputati e da 315 a 200 i senatori. Dal punto di vista di una piccola realtà alpina di confine come la mia e come quella dei colleghi del Südtirol, della Provincia autonoma di Bolzano, questa modifica numerica non va a toccare la rappresentanza dei nostri territori e quindi abbiamo sicuramente la garanzia di avere una giusta presenza in Parlamento, anche in considerazione del fatto che noi rappresentiamo minoranze linguistiche che sono tutelate dall'articolo 6 della Costituzione. Tuttavia, se guardiamo fuori dai nostri confini regionali, questo taglio lineare del numero dei parlamentari effettivamente - l'abbiamo sentito in più interventi - potrebbe determinare una sottorappresentanza in alcuni territori e potrebbe svelare non sufficienti garanzie di rappresentanza e noi siamo qui anche a sostenere con forza le ragioni della minoranza slovena, che effettivamente viene a trovarsi sottorappresentata e forse non rappresentata con questa possibile modifica. Speriamo quindi che la maggioranza stia attenta anche a questa particolare porzione del nostro territorio, che è rappresentativa di una minoranza linguistica importante. La riduzione del numero di parlamentari è sicuramente uno dei punti programmatici con cui tutte le forze politiche, compresa quella di noi autonomisti, si sono presentate alle elezioni e non solo a queste ultime. Anche noi evidenziamo la necessità di promuovere una razionalizzazione dei costi della politica, e di per sé l'idea non è sbagliata, ma condivisibile. Tuttavia, una riduzione del numero dei parlamentari, slegata da una vera e propria riforma del funzionamento del Senato e della Camera, come il superamento del bicameralismo perfetto, rischia di far nascere zoppa la riforma. Noi non vogliamo, oltretutto, abbandonare l'idea di assegnare funzioni diverse alle due Camere e pensare, ad esempio, ad un Senato della rappresentanza dei territori, un Senato delle Regioni e delle autonomie, per tendere ad una vera riforma di questo Paese, che per noi, per me, che appartengo a un movimento autonomista e federalista storico come l'Union Valdôtaine, e per i colleghi del Südtirol, che appartengono a un'altra forza storica quale la Südtiroler Volkspartei, questa riforma non può che essere il federalismo, tema purtroppo - mi rivolgo all'altra parte dell'Emiciclo - raffreddato. Spero che ci sia la voglia di ritornare su questo tema importante, un modello che, per noi, potrebbe dare una vera dignità a tutti i territori di questo Stato, in uno spirito di responsabilità nella gestione delle risorse e, nello stesso tempo, di una vera sussidiarietà verticale, che potrebbe rappresentare veramente l'alternativa ad un modello di Stato che bascula tra il centralismo e un regionalismo mai convinto, modello che sta con queste incertezze, rendendo appunto incerto l'assetto del nostro Paese e rallentandone un reale rilancio. Il nostro giudizio su questo provvedimento è quindi un giudizio, tutto sommato, di condivisione, sebbene lo riteniamo ancora insufficiente per dare al nostro Paese una veste costituzionale più moderna e più efficace. [[Applausi dai Gruppi Aut (SVP-PATT, UV) e PD]] [[PRESIDENTE. È iscritta a parlare la senatrice Rojc. Ne ha facoltà.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u37	Signor Presidente, onorevoli senatori, ritengo di grande importanza richiamare ancora una volta l'attenzione di quest'Assemblea sull'impatto della modifica costituzionale che il Senato si trova a discutere in seconda lettura. Nel giro di pochi mesi sono stati modificati delicati equilibri che il saggio legislatore costituente aveva saputo costruire nello scenario critico del Dopoguerra. La questione, più volte evidenziata, della rappresentanza politica della minoranza nazionale autoctona di lingua slovena che insiste nella Regione a Statuto speciale del Friuli-Venezia Giulia è molto seria e grave e ringrazio i senatori Parrini e Laniece per averla ricordata. Il legislatore costituente aveva sapientemente ritenuto di proteggere questa realtà. Voi volete schiacciarla: avete tentato con la stampa e ora volete toglierci il diritto di tribuna. Il riconoscimento dell'autonomia speciale, da una parte, e, dall'altra, l'inclusione di tale principio tra quelli fondamentali della Repubblica sono espressi, come già ricordato, nell'articolo 6 della Costituzione, in base al quale «la Repubblica tutela con apposite norme le minoranze linguistiche». Si tratta di un impegno, un impegno programmatico che ha portato all'adozione di misure positive di protezione negli Statuti speciali e nelle leggi di attuazione della Costituzione, come la legge 23 febbraio 2001, n. 38 per gli sloveni. L'approvazione delle modifiche costituzionali, con la riduzione di un terzo del numero dei parlamentari, è tale da comprimere le forme di tutela della minoranza slovena e non solo e vorrei parlare anche a nome del senatore Cucca, per la Regione Sardegna. Con la modifica proposta verrebbe sostanzialmente a mancare completamente il presupposto per consentire agli sloveni in Italia di partecipare in forma libera e autonoma alle competizioni elettorali e concorrere, in ossequio ai principi costituzionali, a eleggere un rappresentante in Parlamento. Onorevoli colleghi, a questo punto l'unico atteggiamento responsabile è fermare questa riforma, che peraltro, a mio avviso, travalica i limiti del procedimento di revisione costituzionale, incidendo su quel nucleo duro di principi costituzionali sanciti dai principi fondamentali dell'ordinamento costituzionale. [[Applausi dal Gruppo PD. Congratulazioni]] [[PRESIDENTE. È iscritto a parlare il senatore Vitali. Ne ha facoltà.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u38	Signor Presidente, onorevoli colleghi, signor Ministro, sono pervaso da due sentimenti. Sono arrabbiato e deluso. Uso il termine ortodosso «arrabbiato» per rispetto a quest'Assemblea, nonostante esso non renda effettivamente il mio stato d'animo. Ci troviamo però nell'Aula del Senato della Repubblica e, quindi, va bene così. Si sta perdendo una grande occasione, quella di porre mano, in maniera chirurgica ma efficace ed efficiente, alla nostra Costituzione. Nel Parlamento c'è un movimento, oggi al Governo, che fa del taglio dei costi della politica un cavallo di battaglia. Vi è poi il Gruppo Forza Italia, che già nel 2005 ha dimostrato di essere assolutamente consapevole della necessità di un adeguamento numerico della rappresentanza parlamentare, ma non isolatamente con un taglio del numero dei parlamentari, bensì con un sistema che rendesse agevole, snello ed efficace il processo legislativo. C'è poi una forza di opposizione, il Partito Democratico, che pure nella sua riforma costituzionale, bocciata come la nostra dal corpo elettorale, aveva previsto il taglio del numero dei parlamentari. Quale miglior modo, allora, per fare della nostra istituzione, in maniera chirurgica e necessaria, un organismo adeguato ai tempi, se non quello di varare una riforma che si facesse carico di questa necessità? Lo abbiamo detto in sede di prima lettura in Commissione, quando, alla richiesta del Presidente di calendarizzare questo disegno di legge costituzionale, tutti i Gruppi hanno dato il loro assenso. Abbiamo quindi dato prova di disponibilità a portare avanti questo progetto. Con il massimo rispetto e la stima che nutro nei confronti del presidente Calderoli, devo dire che mi sembra veramente inconsistente la motivazione secondo la quale, poiché sono stati fatti due disegni complessivi di riforma costituzionale, poi bocciati dal corpo elettorale, si preferisce farli a spizzichi e bocconi. Non è così che funzionano le istituzioni né un Parlamento che abbia il senso di responsabilità di fare leggi che servano e soprattutto modifichino la Costituzione in senso progressivo e moderno, e non soltanto per rispondere ad un'esigenza elettorale. Sono arrabbiato, quindi, perché si è persa una grande occasione, nella quale forse tutto questo Parlamento avrebbe potuto dare un contributo reale e concreto e, una volta tanto, avrebbero vinto le istituzioni e il Paese. Sono anche deluso dai colleghi della Lega, che con noi hanno condiviso un percorso di riforma costituzionale, che non poteva e non può limitarsi soltanto alla riduzione dei parlamentari, ma che deve porsi anche il problema della forma di Governo, di una legge elettorale che garantisca la rappresentatività territoriale e di non sbilanciare il corpo elettorale, per esempio nell'elezione del Presidente della Repubblica. Gli amici della Lega hanno fatto con noi un percorso di riforma costituzionale che si è concluso con un disegno di legge complessivo, per il quale non ci siamo posti il problema di tagliare, puramente e semplicemente per ridurre i costi della politica. Ci siamo invece posti il problema di come garantire una reale rappresentatività, perché in una democrazia rappresentativa la questione fondamentale non sono i costi, ma la rappresentanza del corpo elettorale, che non tenete assolutamente in considerazione. Se facciamo il paio con l'altra riforma costituzionale, quella del referendum propositivo che pure avete portato avanti a spizzichi e bocconi, ci rendiamo conto che il vostro disegno è quello di distruggere il Parlamento e la rappresentatività del popolo italiano! [[Applausi dai Gruppi FI-BP e PD]] Abrogate il Parlamento, allora, se ne avete il coraggio e attuate una forma di democrazia diretta: la nostra Costituzione è un mix di rappresentanza e partecipazione diretta, ma la state mortificando e stuprando, rendendola inapplicabile, e di questo, un giorno, pagherete il conto politico. Cosa vi avevamo detto in sede di prima lettura? Vi avevamo dato la disponibilità e abbiamo votato convintamente a favore, per evitare che un'esigenza che anche Forza Italia in tempo non sospetto aveva sostenuto e portato avanti diventasse il risultato di un'altra forza politica; vi avevamo fatto però un'apertura di credito, ma non vi avevamo detto, di cambiare tutta la Costituzione. In parte quello che ha detto è condivisibile, presidente Calderoli, ma non totalmente: vi avevamo chiesto di fare due o tre interventi che non rendessero inutile il taglio dei parlamentari. Il primo è sulla legge elettorale: nel 2005, quando abbiamo ridotto il numero dei parlamentari, abbiamo fatto un ragionamento inverso al vostro; ci siamo chiesti quale fosse la rappresentanza da garantire sul territorio e, su quella rappresentanza minima, abbiamo parametrato il numero dei parlamentari (per questo siamo arrivati a 518 deputati e 252 senatori). Non l'avete fatto né avete posto rimedio ad una legge elettorale che, così com'è, squilibra e non garantisce la rappresentanza. Non è vero, come pure ho sentito dire anche da qualche collega di Gruppo, che a quella percentuale numerica corrisponde quella dei parlamentari. Faccio il caso delle elezioni al Senato, dove la ripartizione è regionale: con la legge elettorale che avete applicato e modificato, rendendola attuabile anche a questa riforma, per potervi avere un rappresentante a volte ci vorrà anche il 10 per cento; altro che proporzione, violate il principio di rappresentatività. Si può allora liquidare e archiviare tutto, sostenendo che è un'esigenza di taglio dei costi e di economia? Sì, probabilmente si risparmieranno 40-50 milioni di euro, ma non ci rendiamo conto delle spese necessarie per adeguare la macchina legislativa e del fatto che i costi, invece che diminuire, potrebbero lievitare? Non ci rendiamo altresì conto che aumenta il rapporto eletto-elettore, prevedendo per un rappresentante della Camera dei deputati 150.000 elettori e per uno del Senato 300.000? Questo non comporta un costo notevole in campagna elettorale? Vorrei chiedere agli amici della Lega, che fanno del contatto diretto con il territorio e con gli elettori un cavallo di battaglia, come giustificheranno ai loro rappresentati che non ci sarà più la possibilità di raggiungere in tempi rapidi un parlamentare e di averne la presenza nonché di aver violato il rapporto tra eletto ed elettore. Per quanto riguarda i minori costi, riducendo semplicemente il numero dei parlamentari si produce efficienza? Credo di no, perché essa dovrà essere valutata dai futuri regolamenti, che dovranno adeguare tale riduzione. Riducete inoltre il numero dei parlamentari senza porre mano al bicameralismo perfetto: cosa ci sarebbe voluto, presidente Calderoli, per predisporre un altro disegno di legge costituzionale che prevedesse la potestà legislativa della Camera e non del Senato o l'abrogazione del Senato, lasciando invariato il numero dei parlamentari alla Camera, o ancora competenze differenziate per Camera e Senato? Non l'avete fatto, quindi anche la nostra disponibilità e la nostra apertura di credito sono state violate. Il provvedimento al nostro esame non è una riforma costituzionale che renderà giustizia, ma fa parte di un disegno che mi verrebbe da definire criminoso, insieme a quello che sta bollendo in pentola e di cui probabilmente ci occuperemo nei prossimi giorni e al quale ci opporremo con tutte le nostre forze. Per il nostro senso di responsabilità avremo l'onere di spiegare ai cittadini che ciò che oggi state commettendo non è una riforma costituzionale, ma una truffa al diritto democratico di rappresentanza e una violazione del Parlamento e delle Istituzioni. Vi abbiamo avvisato e messo sulla strada per poterci ripensare: siete ancora in tempo per farlo, fatelo; diversamente, assumetevi tutte le responsabilità. [[Applausi dal Gruppo FI-BP.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u39	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ai sensi dell'articolo 99 del Regolamento, chiedo la chiusura anticipata della discussione generale e il passaggio alle dichiarazioni di voto e al voto finale. A quanto pare, c'è una forte determinazione da parte della maggioranza di votare e si sostiene la necessità del provvedimento, dunque non ci sono ragioni per aspettare fino a domani e perdere inutilmente un pomeriggio. Visto che dobbiamo andare verso queste magnifiche e progressive sorti, andiamoci subito: sarete sicuramente tutti pronti, quindi passiamo subito al voto. Conto di avere l'apporto soprattutto della maggioranza, anche se forse qualcuno dell'opposizione non sarà d'accordo, e il parere favorevole del Governo, autorevolmente rappresentato dal ministro Fraccaro. [[Applausi dal Gruppo FI-BP.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u40	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ci associamo alla richiesta pervenuta dal Gruppo Forza Italia di passare immediatamente alla fase di voto finale.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u41	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ieri ha assistito alla riunione e alla discussione dei Capigruppo. Avevamo fatto una proposta diversa che, a nostro avviso, aveva più senso; ossia una sessione dedicata, affrontando il provvedimento insieme a quello sul referendum. Le cose sono andate diversamente, però, a questo punto, credo che sarebbe del tutto inutile stare qui tutto il pomeriggio senza utilizzare il tempo a nostra disposizione in Aula. A nostro avviso quindi si può chiudere la discussione generale e passare subito alle dichiarazioni di voto.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u42	Se non ci sono altri interventi, la situazione al momento è la seguente: dal punto di vista de facto, manca un ultimo intervento alla chiusura della discussione; dal punto di vista regolamentare, vi è la richiesta avanzata dal senatore Malan ai sensi dell'articolo 99, della quale non posso condividere la sua interpretazione, perché al comma 3 si fa menzione del caso in cui «la discussione generale non sia stata limitata nel tempo o i limiti siano stati superati», ma alla Conferenza dei Capigruppo si è comunque inteso limitarla, nel senso di esaurirla nella giornata di oggi; diversa è la richiesta del presidente Marcucci di passare comunque al voto: in questo caso, sarebbe necessaria perlomeno una convocazione della Conferenza dei Capigruppo per assumere una decisione, perché in quella sede si era deciso di votare domani. MALAN (FI-BP). Il Regolamento non serve, allora. PRESIDENTE. Il Regolamento serve.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u43	[[Domando di parlare.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u44	Le sto per dare nuovamente la parola, comunque può non condividere l'interpretazione, che però è quella che dà la Presidenza. Ne ha facoltà.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u45	Mi faccia intervenire, visto che ancora sono qua; poi, quando saremo stati aboliti, non potremo più parlare. PRESIDENTE. Sa come la penso anche su questo punto, quindi non forzi l'interpretazione. All'articolo 99 è scritto: «nel caso in cui la discussione non sia stata limitata nel tempo», ma non c'è stata alcuna limitazione nel tempo. C'è qualcuno che ha chiesto di parlare e non ha potuto o che voleva parlare oltre i dieci minuti previsti dal Regolamento? Non vedo alcuna limitazione. Lei sostiene che sia stata assunta la decisione di votare in una certa data, ma qui applichiamo l'articolo 99 del Regolamento e siamo precisamente in questa condizione. Non c'è l'ombra di una limitazione della discussione generale: non ne ho notizia e non è nel Calendario né nei fatti; chiedo pertanto di votare secondo quanto il Regolamento prescrive all'articolo 99.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u46	Senatore Malan, ovviamente non può andare avanti questo dialogo tra me e lei, ma per chiarire definitivamente la questione all'Assemblea, faccio presente che l'interpretazione che la Presidenza dà dell'articolo 99 non è quella che lei ci ha appena esposto. Era stato stabilito dai Capigruppo che comunque, entro la giornata di oggi, si sarebbe esaurita la discussione generale e in questo senso interpreto che era stato stabilito un limite. [[Commenti del senatore Malan]] L'ho letto, il Regolamento, e non ho bisogno di rileggerlo: dopodiché, se la richiesta è di passare al voto, bisogna sospendere la seduta. (Il senatore Malan getta una copia del Regolamento del Senato in un cestino. [[Applausi dal Gruppo FI-BP.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u47	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, faccio appello alla Presidenza, perché il testo del Regolamento è estremamente chiaro: ci dovrebbe gentilmente comunicare a chi è stato limitato il tempo dell'intervento e chi sono il soggetto, il parlamentare o il Gruppo ai quali è stato impedito di parlare durante la discussione generale; siccome ciò non è avvenuto, questo rispecchia perfettamente il dettame del Regolamento. Per me va benissimo qualsiasi interpretazione e va benissimo anche una convocazione della Conferenza dei Capigruppo (che però si faccia immediatamente, ma questo è un altro tema). Su questo però sono obbligato, dal punto di vista mio e del mio Gruppo, a dare ragione al senatore Malan.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u48	Ribadisco che, poiché il comma 3 non fa riferimento a un singolo intervento, ma alla disciplina della conduzione dei lavori dell'Assemblea, questa rimane l'interpretazione. Quanto alla richiesta di passare direttamente al voto, farei prima concludere la discussione generale e concorderei con la Presidenza una convocazione della Conferenza dei Capigruppo, per poi comunicare in seguito come intendiamo procedere. È iscritto a parlare il senatore Castaldi. Ne ha facoltà.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u49	Signor Presidente, mi viene da fare una battuta: servirebbe l'interpretazione giuridica di un avvocato, e ne abbiamo in Senato, come Niccolò Ghedini, che oggi forse è assente, stranamente, visto che si parlava di competenza e rappresentanza territoriale. [[Applausi dai Gruppi M5S e L-SP-PSd'Az.]] Signor Presidente, signor Ministro, onorevole relatore, domani effettueremo un altro passo molto importante verso un percorso virtuoso che è iniziato con questa legislatura ed è proseguito con la sottoscrizione del contratto di Governo, uno dei punti essenziali del quale è costituito proprio da alcune riforme istituzionali. Al paragrafo 20 di quel contratto è prevista la drastica riduzione del numero dei parlamentari (a 400 deputati e 200 senatori), che aspettiamo da decenni e non intacca in alcun modo il principio supremo della rappresentanza, poiché resterebbe ferma l'elezione diretta a suffragio universale da parte del popolo per entrambi i rami del Parlamento, senza comprometterne le funzioni. In questo modo sarà possibile conseguire anche ingenti riduzioni di spesa. Nello stesso paragrafo si parla anche di vincolo di mandato, per contrastare il sempre crescente fenomeno del trasformismo, e di previsione di nuovi istituti di democrazia diretta e di rafforzamento di quelli esistenti, senza dimenticare il potenziamento dello strumento dell'iniziativa legislativa popolare. La proposta di cui abbiamo discusso oggi in Aula dev'essere valutata all'interno di questo disegno. L'idea di ridurre il numero dei parlamentari non è certo nuova. Come sapete tutti, il primo tentativo fu quello della Commissione Bozzi, nel 1983; l'ultimo, quello con cui si voleva rendere quest'Assemblea un ricovero di consiglieri regionali e sindaci caduti in disgrazia, è fallito miseramente nel 2016, nonostante la seria e preoccupante minaccia di ritirarsi dalla politica che avevano avanzato i promotori, forse troppo ottimisti. Quest'idea, come dicevo, viene da lontano, ma la volontà, illustri colleghi, è altra cosa; come sappiamo bene qui dentro e come sanno meglio di noi i cittadini fuori. L'idea fino a qualche settimana fa era nella mente di tutti, maggioranza e opposizione; poi la volontà, stranamente, è scemata per alcuni (diciamo che è venuta meno); oggi l'appiglio che ho ascoltato e su cui si basano molte critiche al provvedimento è che questo taglio sarebbe un attentato alla democrazia. Mettiamo in fila un po' di cose, allora. È opportuno o meno un intervento di razionalizzazione della struttura istituzionale? Credo assolutamente di sì. È ora o no di limitare una delle densità parlamentari più alte al mondo? Penso di sì. Diciamocela tutta: sussistono o no limitazioni alla facoltà del legislatore di ridurre drasticamente il numero dei parlamentari? Assolutamente no. Assodato questo, siamo vicini all'approvazione di una riforma davvero storica, che consentirà al Parlamento di lavorare meglio e in maniera nettamente più efficiente. Con meno parlamentari, si avranno una maggiore accuratezza nella selezione da parte dell'elettorato, una loro maggiore riconoscibilità e quindi indipendenza da interessi particolari, che li renderà capaci di rappresentare al meglio le istanze del Paese. Inoltre, tagliando 345 parlamentari, si otterrà un risparmio di ben 500 milioni di euro per ogni legislatura: sono soldi sottratti ai costi della politica per essere destinati alle necessità sempre crescenti dei cittadini italiani. Mi spiace molto dover costatare come alcune forze politiche preferiscano fare il contrario di ciò che hanno promesso, a partire dagli amici del Partito Democratico, che in verità si è opposto fin dall'inizio a questa riforma, nonostante prometta il taglio dei parlamentari da tanti anni. MARCUCCI (PD). Ma non può mica raccontare quello che vuole! CASTALDI (M5S). Ancora più da biasimare sono il comportamento e la posizione di Forza Italia, che ha votato a favore del testo nelle prime due letture, fino alle elezioni europee (quindi probabilmente per ingannare gli elettori e i cittadini, non so), e ora invece ha deciso di opporvisi; eppure, ha presentato un disegno di legge del senatore Quagliariello che propone esattamente quello che vogliamo fare noi oggi; portando la Camera a 400 deputati e il Senato a 200 senatori. In 1ᵃ Commissione, ai cui lavori in parte ho partecipato, ho ascoltato - con interesse e rispetto, che mi auguro reciproci - il valido senatore Pagano, il quale ha affermato che il disegno di legge costituzionale in esame non intende migliorare la qualità e la speditezza dell'attività legislativa, quanto piuttosto sostenere o addirittura alimentare con finalità demagogiche il sentimento dell'antipolitica. Ha poi aggiunto che potrebbe addirittura produrre effetti distorsivi sotto il profilo della rappresentanza democratica, comportare campagne elettorali molto dispendiose e alimentare il rischio di fenomeni di voto di scambio. Vorrei chiederle, senatore Pagano, se produce più effetti distorsivi sotto il profilo della rappresentanza democratica la nostra riforma o, ad esempio, far eleggere alla Camera, nei collegi del nostro Abruzzo - nello specifico in quelli di Pescara, Chieti e Vasto, che ricomprendono la Costa dei trabocchi - un paracadutato dell'entroterra campano dal nome Gianfranco Rotondi da Avellino, che credo notoriamente non abbia alcun legame con l'Abruzzo; poi, se ci penso bene, il legame ce l'ha, quando bisogna fare le liste regionali (quello è il legame che ha Rotondi con il nostro Abruzzo). Può darsi che questa mia affermazione sia errata, ma posso continuare. Ad esempio, trovo alcune difficoltà a riscontrare legami con la nostra Regione e il collegio in cui è stato eletto anche per l'esimio senatore Quagliariello, eletto in Abruzzo. Anche dall'altra parte, nel Partito Democratico - perché si tratta di una pratica bipartisan - chiederei ad alcuni abruzzesi se hanno avuto modo di verificare, conoscere e parlare con il deputato Yoram Gutgeld, nato a Tel Aviv e residente a Milano. Molto avrei da dire anche sui trasformismi: abbiamo un caso in Abruzzo, quello dell'ex sottosegretario ed ex senatrice Chiavaroli, eletta con il centrodestra, candidata e non eletta, questa volta, con il centrosinistra. Questo è solo quanto accade in Abruzzo; ma non so cosa succeda nelle altre Regioni. Non vorrei nemmeno utilizzare assist a porta vuota di casi noti a tutto il territorio nazionale. Ce n'è uno, che ho citato anche prima, quello del senatore Niccolò Ghedini fantasma da diverse legislature; oppure, ci sono le deputate di origine etrusca piazzate a fare compagnia a Ötzi - spero di averlo pronunciato bene, senatore Steger - l'uomo venuto dal ghiaccio, presente al museo archeologico di Bolzano. Casomai poi chiederò agli amici del Gruppo Per le Autonomie se in Südtirol sono contenti e si sentono rappresentati da Maria «Etruria» Boschi. [[Commenti della senatrice Bellanova.]] Cara collega Bellanova, che mi sta richiamando, queste sono le azioni che alimentano il sentimento che chiamate di antipolitica, non certo una riforma che toglie spazio a tali comportamenti, che imbrattano il senso nobile della politica. [[Applausi dal Gruppo M5S. Commenti dei senatori Bellanova, Ferrari e Marcucci]] MARCUCCI (PD). L'articolo 90, signor Presidente, l'articolo 90! CASTALDI (M5S). Ripeto che questi comportamenti imbrattano il senso nobile della politica. [[Applausi dal Gruppo M5S. Commenti dal Gruppo PD]] FERRARA (M5S). Faccia un richiamo, signor Presidente. CASTALDI (M5S). La contrarietà da parte delle opposizioni a questa riforma è totalmente incomprensibile e, direi di più, immotivata. [[Commenti del senatore Marcucci]] PRESIDENTE. Senatore Castaldi, concluda il suo intervento, restando sull'argomento e usando toni consoni. Non ha alcun motivo di richiamarmi, signor Presidente, ho detto solo verità. PRESIDENTE. Lasci giudicare a chi l'ascolta sulle verità e mantenga un certo tono. [[Commenti dal Gruppo PD.]] Colleghi, per cortesia. Prego, senatore Castaldi, prosegua pure. Dal 1983 ad oggi diversi in quest'Aula, a mio modo di vedere, hanno usato molto male il tempo, Governi e varie maggioranze parlamentari. MARCUCCI (PD). Voi di sicuro! FERRARA (M5S). Faccia un richiamo, signor Presidente. PRESIDENTE. La Presidenza richiama quando è opportuno, come sta facendo. Cerchiamo di concludere in modo ordinato questa discussione, tenendo presente che stiamo trattando argomenti importanti, per cui ovviamente ci sono interesse e partecipazione attiva, al di sopra della quale non vengono tollerate esuberanze. Senatore Castaldi, si attenga all'argomento, nei toni consoni a quest'Aula, grazie. CASTALDI (M5S). Signor Presidente, mi sono assolutamente attenuto all'argomento. PRESIDENTE. Questo lo giudica la Presidenza. CASTALDI (M5S). Giudichi meglio, perché mi sono attenuto. [[Commenti dal Gruppo PD]] Ci si rammarica che una riforma tanto importante e necessaria stia per essere approvata. Penso che il Paese abbia sopportato quarant'anni di manfrine in Parlamento, nelle televisioni e sui giornali. [[Applausi dai Gruppi M5S e L-SP-PSd'Az]] Il tempo è scaduto: meno sprechi, più risparmi, efficienza e finalmente, direi, una XIX legislatura con meno rifugiati che sopprimono rappresentanza per i territori. [[Applausi dai Gruppi M5S e L-SP-PSd'Az.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u50	[[Domando di parlare.]] [[PRESIDENTE. Ne ha facoltà.]] Signor Presidente, ieri abbiamo discusso a lungo sull'articolo 90, quando abbiamo contestato la solerzia con cui il presidente Calderoli vi ha fatto un richiamo, nel momento in cui è stato utilizzato il termine «buffone», la cui descrizione potremmo anche cercare sul dizionario. Al primo cenno di quel termine è stato fatto un richiamo all'ordine, che poi ha portato ai richiami conseguenti. Il senatore che mi ha preceduto ha or ora pronunciato la seguente espressione: i comportamenti come quello dell'onorevole Boschi, che si è candidata a Bolzano, con l'approvazione di questa legge non potranno più imbrattare la dignità del Parlamento. Penso che un intervento di questo tipo sia degno di un richiamo uguale - anzi, peggiore - a quello fatto ieri ai danni del senatore Faraone. [[Commenti dal Gruppo M5S]] Al di là del merito del contenuto, è del tutto lesivo di una persona che ha il diritto di candidarsi dove decide insieme al suo partito. [[Vive proteste della senatrice Bellanova.]]
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u51	Il senatore Castaldi infatti è stato richiamato dalla Presidenza innanzitutto per la dignità della funzione di tutti i parlamentari ed è stato invitato a concludere con i dovuti toni. [[Il senatore Castaldi fa cenno di voler intervenire]] Senatore Castaldi, ha esaurito il suo intervento; lasci concludere la Presidenza. Per quale motivo intende intervenire? LAUS (PD). A fine seduta! PRESIDENTE. Non gli sto dando la parola, infatti, ma lasciate la gestione dell'ordine dei lavori alla Presidenza. Senatore Castaldi, è stato richiamato quindi non le ridò la parola su questo punto. CASTALDI (M5S). Senza polemica, per fatto personale, signor Presidente. PRESIDENTE. Non c'è un fatto personale, la presidenza l'ha richiamata. Proseguiamo ora com'è stato stabilito. [[Vivaci proteste dai Gruppi M5S e PD]] . Gli assistenti parlamentari intervengono per separare alcuni senatori). Dichiaro chiusa la discussione generale. Ha facoltà di parlare il relatore, senatore Calderoli.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u52	Signor Presidente, non vorrei replicare troppo in questo clima, ma ne approfitto per ringraziare il senatore Caliendo, perché in tutta la mia vita mi hanno detto e fatto di tutto, ma Padreterno non mi aveva ancora mai chiamato nessuno. Conoscendolo come cultore e professionista del diritto, lo ringrazio di questo complimento. PRESIDENTE. Ha facoltà di parlare il rappresentante del Governo.
ParlaMint-IT_2019-07-10-LEG18-Sed-131.u53	Signor Presidente, il Governo rinuncia alla replica.
